Station,Day(Local_Date),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa)
1962,2014 Aug 07,0.2,12.3,14.5,10.0,5.6,10.9
2283,2014 Aug 07,9.8,11.1,14.5,7.6,5.8,11.0
24120,2014 Aug 07,0.0,8.3,17.2,1.9,-,7.3
24976,2014 Aug 07,0.0,10.0,16.2,2.6,-1.0,8.3
3445,2014 Aug 07,0.1,11.1,13.9,8.3,-,9.6
4271,2014 Aug 07,3.2,9.4,14.0,4.7,-0.6,9.4
5451,2014 Aug 07,3.4,8.4,13.7,3.0,1.4,6.5
11104,2014 Aug 08,2.4,3.9,7.9,-0.1,-1.0,6.1
18183,2014 Aug 08,3.2,12.5,14.8,9.8,7.9,11.9
1962,2014 Aug 08,8.0,12.1,15.0,9.1,7.2,11.0
2283,2014 Aug 08,2.8,9.5,13.5,5.5,1.0,9.0
24120,2014 Aug 08,2.3,4.9,10.1,0.5,-,5.7
24976,2014 Aug 08,3.0,12.1,17.0,5.3,3.5,7.9
3445,2014 Aug 08,4.7,8.2,12.5,3.8,-,7.0
4271,2014 Aug 08,0.6,6.8,10.4,3.2,-5.0,6.9
5451,2014 Aug 08,1.0,2.1,4.7,-0.6,-2.9,5.4
11104,2014 Aug 09,0.0,5.7,9.6,1.8,-0.5,6.8
18183,2014 Aug 09,0.6,10.2,14.7,4.8,3.2,9.0
1962,2014 Aug 09,0.8,8.9,12.4,5.3,0.4,7.7
2283,2014 Aug 09,0.0,6.3,11.8,0.8,-2.3,6.2
24120,2014 Aug 09,0.7,4.3,10.0,-0.7,-,5.7
24976,2014 Aug 09,1.6,6.1,10.1,2.1,-0.9,6.5
3445,2014 Aug 09,0.9,6.5,9.9,3.0,-,7.6
4271,2014 Aug 09,0.0,6.8,12.2,1.4,-5.9,5.5
5451,2014 Aug 09,0.2,1.6,5.9,-2.8,-6.5,5.3
11104,2014 Aug 10,0.0,6.6,12.3,0.9,-2.9,7.4
18183,2014 Aug 10,0.0,8.9,13.9,4.8,3.0,9.7
1962,2014 Aug 10,0.4,9.2,14.3,4.0,2.2,9.5
2283,2014 Aug 10,0.0,7.4,13.4,1.4,-0.2,8.4
24120,2014 Aug 10,0.0,5.4,12.0,-2.2,-,6.8
24976,2014 Aug 10,0.0,5.8,14.7,0.6,-0.9,6.2
3445,2014 Aug 10,0.0,7.6,12.6,2.6,-,8.3
4271,2014 Aug 10,0.0,4.9,11.7,-1.9,-7.6,7.1
5451,2014 Aug 10,0.0,5.8,11.6,-0.1,-2.0,6.3
11104,2014 Aug 11,6.6,7.0,11.0,3.0,0.9,8.2
18183,2014 Aug 11,0.0,12.0,16.7,4.9,3.6,11.0
1962,2014 Aug 11,0.4,11.2,16.3,6.1,4.0,10.6
2283,2014 Aug 11,17.6,11.7,15.0,8.4,5.7,12.5
24120,2014 Aug 11,0.0,11.2,18.0,2.8,-,7.5
24976,2014 Aug 11,0.0,9.3,15.6,1.4,-2.0,8.1
3445,2014 Aug 11,2.1,11.8,13.4,10.1,-,10.7
4271,2014 Aug 11,4.2,7.6,13.3,1.8,-4.9,9.9
5451,2014 Aug 11,24.2,6.2,9.9,2.5,-0.2,7.6
11104,2014 Aug 12,7.8,4.3,6.7,1.8,-0.8,6.8
18183,2014 Aug 12,15.4,12.9,15.4,8.7,6.8,12.0
1962,2014 Aug 12,11.4,11.5,14.9,8.0,6.4,11.2
2283,2014 Aug 12,10.0,9.2,12.9,5.5,0.8,10.4
24120,2014 Aug 12,6.8,6.0,11.5,1.2,-,7.4
24976,2014 Aug 12,0.0,13.0,18.2,7.2,3.1,9.1
3445,2014 Aug 12,3.9,9.7,13.0,6.3,-,8.8
4271,2014 Aug 12,1.0,6.9,11.9,1.8,-2.6,7.8
5451,2014 Aug 12,0.4,2.5,4.9,0.1,-2.1,6.0
11104,2014 Aug 13,10.2,5.4,7.5,3.3,1.4,6.7
18183,2014 Aug 13,0.2,11.3,14.0,8.2,6.4,9.8
1962,2014 Aug 13,6.2,10.7,13.6,7.8,5.6,9.8
2283,2014 Aug 13,5.2,8.9,12.8,5.0,0.3,9.2
24120,2014 Aug 13,2.6,2.6,8.9,-2.8,-,6.1
24976,2014 Aug 13,0.0,9.2,14.7,4.2,-0.7,6.7
3445,2014 Aug 13,0.0,9.3,11.8,6.7,-,7.9
4271,2014 Aug 13,1.6,6.5,11.7,1.3,-4.3,7.3
5451,2014 Aug 13,0.0,3.9,8.7,-1.0,-4.0,5.7
11104,2014 Aug 14,5.4,6.1,8.1,4.0,2.7,6.5
18183,2014 Aug 14,3.0,12.2,14.6,9.7,8.2,11.1
1962,2014 Aug 14,12.0,10.6,13.6,7.5,6.8,10.2
2283,2014 Aug 14,3.4,7.0,12.8,1.1,-1.7,8.9
24120,2014 Aug 14,0.0,3.5,9.4,-3.2,-,5.6
24976,2014 Aug 14,0.4,9.8,15.2,4.0,0.0,6.8
3445,2014 Aug 14,1.1,6.7,9.5,3.8,-,7.4
4271,2014 Aug 14,1.0,6.0,10.7,1.2,-4.4,6.9
5451,2014 Aug 14,3.0,4.2,7.8,0.5,-0.1,5.9
11104,2014 Aug 15,0.8,8.2,10.3,6.0,4.4,9.4
18183,2014 Aug 15,0.0,11.9,14.8,10.0,8.3,10.3
1962,2014 Aug 15,2.2,10.7,13.8,7.5,3.9,9.9
2283,2014 Aug 15,0.0,6.8,13.8,-0.3,-2.5,8.0
24120,2014 Aug 15,0.0,7.6,11.4,3.9,-,7.2
24976,2014 Aug 15,0.2,8.2,11.8,5.8,2.1,6.1
3445,2014 Aug 15,0.3,8.7,10.3,7.1,-,8.3
4271,2014 Aug 15,0.0,6.7,13.6,-0.3,-4.7,5.9
5451,2014 Aug 15,0.0,6.3,10.5,2.1,-2.4,6.7
11104,2014 Aug 16,2.8,8.7,11.2,6.2,5.1,9.8
18183,2014 Aug 16,0.0,12.1,15.1,9.8,7.9,11.8
1962,2014 Aug 16,0.0,12.3,14.5,10.1,7.2,11.9
2283,2014 Aug 16,0.0,9.4,14.2,4.6,-0.8,9.7
24120,2014 Aug 16,0.0,7.1,15.0,1.2,-,7.8
24976,2014 Aug 16,0.0,10.2,13.8,7.3,3.1,8.6
3445,2014 Aug 16,0.2,10.6,12.1,9.1,-,9.8
4271,2014 Aug 16,0.0,7.8,13.1,2.4,-3.9,9.2
5451,2014 Aug 16,0.0,3.7,9.9,-2.5,-5.8,6.1
11104,2014 Aug 17,3.8,8.1,12.3,3.8,-1.4,9.4
18183,2014 Aug 17,0.4,11.3,16.0,6.5,4.5,11.3
1962,2014 Aug 17,0.0,12.7,15.6,9.7,7.2,11.2
2283,2014 Aug 17,0.0,8.7,14.1,3.3,-1.8,8.5
24120,2014 Aug 17,0.0,6.4,15.0,-1.9,-,7.4
24976,2014 Aug 17,0.0,9.6,13.8,4.9,2.1,8.4
3445,2014 Aug 17,0.0,9.1,12.8,5.3,-,8.9
4271,2014 Aug 17,0.0,10.9,13.6,8.1,3.5,10.4
5451,2014 Aug 17,0.0,3.7,10.2,-2.9,-5.1,6.0
11104,2014 Aug 18,0.0,6.7,11.2,2.2,-2.5,8.2
18183,2014 Aug 18,0.0,11.0,16.8,5.4,3.8,11.1
1962,2014 Aug 18,0.0,11.8,14.9,8.6,5.9,11.1
2283,2014 Aug 18,0.0,7.5,13.6,1.4,-1.8,9.3
24120,2014 Aug 18,0.0,7.6,14.7,0.2,-,8.1
24976,2014 Aug 18,0.0,8.7,16.5,2.4,0.8,8.4
3445,2014 Aug 18,0.0,10.2,14.0,6.3,-,10.0
4271,2014 Aug 18,0.0,8.5,13.9,3.0,-3.4,8.9
5451,2014 Aug 18,0.0,6.1,12.8,-0.6,-2.6,6.7
11104,2014 Aug 19,0.0,5.9,11.4,0.4,-2.8,7.6
18183,2014 Aug 19,54.0,13.6,15.2,11.6,10.2,14.7
1962,2014 Aug 19,9.6,11.6,14.9,8.3,6.1,12.7
2283,2014 Aug 19,3.0,10.4,13.9,6.9,3.0,10.9
24120,2014 Aug 19,0.0,6.5,11.7,1.0,-,8.6
24976,2014 Aug 19,0.0,9.4,13.8,5.3,2.0,9.8
3445,2014 Aug 19,0.0,10.9,13.8,8.0,-,9.5
4271,2014 Aug 19,0.4,8.9,12.7,5.1,1.0,9.9
5451,2014 Aug 19,0.0,4.7,11.6,-2.3,-4.7,6.1
11104,2014 Aug 20,1.8,5.7,10.7,0.6,-2.9,8.3
18183,2014 Aug 20,6.2,14.6,16.6,13.0,12.0,15.8
1962,2014 Aug 20,14.6,14.2,16.9,11.4,9.3,14.9
2283,2014 Aug 20,0.2,12.6,14.8,10.4,9.0,12.6
24120,2014 Aug 20,0.0,6.9,11.8,1.6,-,8.0
24976,2014 Aug 20,0.6,13.1,18.6,8.6,7.3,12.5
3445,2014 Aug 20,0.4,10.4,11.7,9.1,-,11.0
4271,2014 Aug 20,1.8,11.7,15.5,7.9,2.0,10.9
5451,2014 Aug 20,0.0,4.3,11.5,-2.9,-5.7,5.8
11104,2014 Aug 21,1.2,6.7,9.5,3.8,1.7,6.5
18183,2014 Aug 21,1.2,13.3,15.6,10.3,7.9,13.0
1962,2014 Aug 21,5.6,12.0,15.1,8.9,6.9,12.0
2283,2014 Aug 21,0.0,9.4,13.7,5.1,1.3,8.6
24120,2014 Aug 21,0.4,5.5,9.8,1.2,-,7.0
24976,2014 Aug 21,3.2,10.4,13.1,4.7,3.5,9.2
3445,2014 Aug 21,3.1,7.5,10.5,4.5,-,8.3
4271,2014 Aug 21,0.0,9.2,14.3,4.1,-1.9,8.1
5451,2014 Aug 21,0.0,3.9,6.9,0.8,-2.1,5.4
11104,2014 Aug 22,0.2,7.1,10.8,3.3,1.3,9.1
18183,2014 Aug 22,0.0,10.1,14.7,4.7,3.1,8.5
1962,2014 Aug 22,0.0,8.8,12.7,4.8,0.8,7.4
2283,2014 Aug 22,0.0,7.3,12.0,2.6,-1.6,7.3
24120,2014 Aug 22,0.1,7.0,13.2,0.3,-,6.2
24976,2014 Aug 22,6.7,7.6,11.3,4.0,2.3,7.8
3445,2014 Aug 22,3.0,8.0,10.7,5.3,-,8.1
4271,2014 Aug 22,0.0,6.1,12.1,0.1,-5.8,6.4
5451,2014 Aug 22,0.0,2.4,8.6,-3.8,-6.9,5.5
11104,2014 Aug 23,0.2,7.3,9.4,5.1,5.5,9.7
18183,2014 Aug 23,0.0,11.1,16.6,6.3,2.4,9.8
1962,2014 Aug 23,0.0,11.2,15.0,7.3,3.0,10.3
2283,2014 Aug 23,0.0,8.1,13.6,2.6,-2.0,9.2
24120,2014 Aug 23,0.0,8.9,13.0,6.1,-,9.3
24976,2014 Aug 23,0.0,10.8,14.7,8.6,7.2,9.5
3445,2014 Aug 23,1.2,9.8,10.7,8.9,-,10.1
4271,2014 Aug 23,0.0,7.0,13.0,0.9,-5.0,8.3
5451,2014 Aug 23,0.0,5.0,11.9,-1.9,-5.2,6.8
11104,2014 Aug 24,0.0,7.0,11.1,2.8,-2.0,8.3
18183,2014 Aug 24,0.0,11.0,17.5,5.5,2.7,10.5
1962,2014 Aug 24,0.0,10.4,15.6,5.2,1.5,10.0
2283,2014 Aug 24,0.0,11.0,13.9,8.0,3.3,9.3
24120,2014 Aug 24,0.1,8.2,12.7,5.3,-,9.0
24976,2014 Aug 24,1.1,10.1,13.6,8.0,7.2,9.8
3445,2014 Aug 24,0.0,9.1,9.9,8.2,-,9.2
4271,2014 Aug 24,0.0,8.3,13.1,3.4,-1.9,9.6
5451,2014 Aug 24,0.0,4.6,9.2,-0.1,-3.9,7.2
11104,2014 Aug 25,0.0,7.2,10.4,3.9,4.2,8.7
18183,2014 Aug 25,0.0,11.6,18.1,6.1,4.3,10.9
1962,2014 Aug 25,0.0,9.4,15.0,3.8,0.8,9.9
2283,2014 Aug 25,0.0,9.9,13.6,6.1,3.1,8.4
24120,2014 Aug 25,0.0,7.9,11.2,6.1,-,8.0
24976,2014 Aug 25,1.9,8.9,12.8,6.3,3.8,9.7
3445,2014 Aug 25,0.0,9.0,10.2,7.7,-,8.7
4271,2014 Aug 25,0.0,9.7,12.5,6.8,-0.2,9.3
5451,2014 Aug 25,0.0,2.9,8.8,-3.0,-5.3,6.5
11104,2014 Aug 26,1.0,7.9,10.3,5.4,3.1,9.4
18183,2014 Aug 26,0.0,12.1,17.5,8.7,7.6,10.7
1962,2014 Aug 26,0.0,11.4,15.7,7.0,3.9,9.6
2283,2014 Aug 26,0.0,9.6,14.6,4.6,0.0,8.5
24120,2014 Aug 26,0.0,7.5,12.2,4.2,-,7.4
24976,2014 Aug 26,0.4,8.0,11.4,5.4,2.9,9.3
3445,2014 Aug 26,0.7,7.2,10.5,3.9,-,8.6
4271,2014 Aug 26,0.0,9.5,12.4,6.6,0.8,9.1
5451,2014 Aug 26,0.0,4.3,10.2,-1.7,-5.0,6.6
11104,2014 Aug 27,0.0,8.9,12.4,5.3,1.2,9.6
18183,2014 Aug 27,0.0,12.4,16.0,9.2,7.6,10.8
1962,2014 Aug 27,0.0,11.0,14.1,7.8,4.5,10.0
2283,2014 Aug 27,0.0,8.6,13.9,3.3,-0.6,8.4
24120,2014 Aug 27,0.0,6.7,13.3,-0.8,-,7.4
24976,2014 Aug 27,0.0,8.4,13.3,4.2,1.4,9.2
3445,2014 Aug 27,0.0,6.9,11.1,2.7,-,8.0
4271,2014 Aug 27,0.0,7.3,12.1,2.4,-5.1,7.9
5451,2014 Aug 27,0.0,4.1,10.9,-2.7,-5.6,6.1
11104,2014 Aug 28,0.6,10.0,12.5,7.5,5.4,10.5
18183,2014 Aug 28,0.0,13.3,16.5,12.0,10.8,12.6
1962,2014 Aug 28,0.0,11.9,15.3,8.4,6.2,10.3
2283,2014 Aug 28,0.0,9.2,13.9,4.5,1.1,8.6
24120,2014 Aug 28,0.0,8.3,14.9,1.0,-,8.6
24976,2014 Aug 28,0.1,9.4,13.8,6.7,5.1,9.2
3445,2014 Aug 28,0.1,6.9,12.0,1.8,-,8.2
4271,2014 Aug 28,0.0,8.2,13.5,2.9,-4.5,8.0
5451,2014 Aug 28,0.0,5.4,12.7,-2.0,-5.0,6.4
11104,2014 Aug 29,0.0,7.5,13.3,1.6,-1.6,9.3
18183,2014 Aug 29,0.4,13.9,15.6,12.4,11.2,13.2
1962,2014 Aug 29,0.0,12.6,16.0,9.1,6.6,10.5
2283,2014 Aug 29,0.0,9.8,16.3,3.3,0.4,8.6
24120,2014 Aug 29,0.0,8.2,14.1,1.6,-,9.1
24976,2014 Aug 29,1.5,9.8,14.5,6.8,5.0,9.4
3445,2014 Aug 29,0.0,7.3,12.5,2.1,-,9.2
4271,2014 Aug 29,0.0,9.3,15.3,3.3,-1.4,8.4
5451,2014 Aug 29,0.0,4.7,11.4,-2.1,-5.5,6.4
11104,2014 Aug 30,0.2,6.5,12.2,0.8,-1.7,8.6
18183,2014 Aug 30,17.2,13.3,14.4,12.8,11.8,14.4
1962,2014 Aug 30,6.8,12.8,14.4,11.2,9.3,11.6
2283,2014 Aug 30,0.0,9.6,16.2,3.0,-0.9,8.1
24120,2014 Aug 30,0.1,10.1,13.0,8.3,-,10.2
24976,2014 Aug 30,0.4,9.8,14.2,6.1,3.8,9.9
3445,2014 Aug 30,0.0,9.8,13.3,6.3,-,9.4
4271,2014 Aug 30,0.0,10.2,15.7,4.7,-1.7,8.7
5451,2014 Aug 30,0.2,4.5,11.1,-2.1,-5.4,6.1
11104,2014 Aug 31,0.0,6.4,10.4,2.3,-0.5,8.6
18183,2014 Aug 31,17.2,13.3,14.4,12.8,11.8,13.7
1962,2014 Aug 31,7.4,12.0,13.7,10.3,9.7,11.9
2283,2014 Aug 31,0.0,10.5,16.8,4.2,0.3,8.7
24120,2014 Aug 31,0.1,10.2,13.8,8.2,-,10.2
24976,2014 Aug 31,3.8,10.3,14.6,6.5,4.3,10.9
3445,2014 Aug 31,0.0,10.1,16.5,3.6,-,8.9
4271,2014 Aug 31,0.0,9.4,14.8,4.0,-2.9,8.6
5451,2014 Aug 31,0.0,4.2,11.5,-3.2,-6.9,5.5
11104,2014 Sep 01,0.0,8.0,14.2,1.7,-3.1,8.3
18183,2014 Sep 01,0.0,13.4,17.6,10.1,8.4,12.3
1962,2014 Sep 01,51.2,10.5,11.7,9.3,9.0,12.3
2283,2014 Sep 01,1.2,9.9,12.5,7.3,4.5,10.3
24120,2014 Sep 01,0.0,8.9,13.1,5.9,-,9.6
24976,2014 Sep 01,23.7,11.8,14.0,9.2,6.7,12.7
3445,2014 Sep 01,0.0,9.1,14.8,3.4,-,9.6
4271,2014 Sep 01,0.0,8.5,15.0,2.0,-5.0,8.5
5451,2014 Sep 01,0.0,4.3,11.8,-3.2,-6.0,5.7
11104,2014 Sep 02,0.2,7.4,15.2,-0.5,-4.5,7.5
18183,2014 Sep 02,0.0,12.8,16.1,10.4,8.9,12.7
1962,2014 Sep 02,0.2,14.3,17.8,10.8,7.9,13.1
2283,2014 Sep 02,0.0,13.3,16.7,9.8,8.2,11.2
24120,2014 Sep 02,0.0,8.4,13.5,2.6,-,9.3
24976,2014 Sep 02,12.0,13.9,16.6,12.8,11.9,15.0
3445,2014 Sep 02,0.0,11.4,13.4,9.3,-,10.0
4271,2014 Sep 02,0.0,9.7,15.5,3.9,-2.3,9.0
5451,2014 Sep 02,0.0,5.9,14.1,-2.4,-5.3,5.6
11104,2014 Sep 03,2.8,7.0,13.9,0.0,-4.0,8.7
18183,2014 Sep 03,0.2,13.2,17.5,9.3,7.5,12.7
1962,2014 Sep 03,0.0,13.1,17.2,9.0,7.2,13.4
2283,2014 Sep 03,0.0,12.4,16.5,8.2,5.4,12.9
24120,2014 Sep 03,0.0,10.9,16.4,5.4,-,10.3
24976,2014 Sep 03,5.2,14.1,18.1,12.1,10.9,14.2
3445,2014 Sep 03,0.0,13.5,18.9,8.0,-,11.5
4271,2014 Sep 03,0.0,11.7,16.5,6.9,-0.1,10.2
5451,2014 Sep 03,0.0,6.3,14.5,-2.0,-6.2,4.7
11104,2014 Sep 04,0.2,8.6,11.9,5.2,2.3,9.5
18183,2014 Sep 04,15.0,14.7,17.0,12.8,11.7,15.7
1962,2014 Sep 04,3.8,14.3,18.1,10.4,6.9,13.6
2283,2014 Sep 04,0.6,13.6,17.0,10.1,7.4,13.2
24120,2014 Sep 04,0.0,8.0,12.6,4.6,-,8.7
24976,2014 Sep 04,0.0,12.8,16.8,9.3,9.2,12.6
3445,2014 Sep 04,0.0,11.6,13.2,10.0,-,11.7
4271,2014 Sep 04,0.4,12.3,16.2,8.4,3.1,12.0
5451,2014 Sep 04,0.0,5.5,12.9,-1.9,-5.4,6.0
11104,2014 Sep 05,0.0,6.8,11.6,1.9,-2.4,8.7
18183,2014 Sep 05,11.6,15.0,18.4,12.8,10.8,16.0
1962,2014 Sep 05,17.8,15.4,18.8,12.0,10.2,15.1
2283,2014 Sep 05,17.8,15.1,18.6,11.6,-,14.0
24120,2014 Sep 05,0.4,8.1,10.0,5.7,-,9.0
24976,2014 Sep 05,0.0,13.1,17.3,9.5,7.3,13.3
3445,2014 Sep 05,1.9,10.6,11.9,9.3,-,11.9
4271,2014 Sep 05,0.2,13.2,16.1,10.3,7.4,12.4
5451,2014 Sep 05,0.0,5.7,12.0,-0.7,-4.7,7.2
11104,2014 Sep 06,0.6,6.5,11.7,1.3,-2.8,9.3
18183,2014 Sep 06,4.0,14.5,17.2,12.8,10.6,15.0
1962,2014 Sep 06,10.4,15.2,18.1,12.2,10.4,14.2
2283,2014 Sep 06,3.8,13.7,16.3,11.1,-,12.6
24120,2014 Sep 06,0.0,9.2,13.7,3.5,-,9.2
24976,2014 Sep 06,12.7,12.9,14.4,11.5,9.2,13.3
3445,2014 Sep 06,2.5,10.5,11.6,9.3,-,11.8
4271,2014 Sep 06,0.0,13.6,18.5,8.7,2.7,11.2
5451,2014 Sep 06,0.0,5.2,12.3,-2.0,-5.8,7.0
11104,2014 Sep 07,3.0,9.0,11.8,6.1,6.1,10.0
18183,2014 Sep 07,0.0,14.2,18.4,10.4,6.0,13.1
1962,2014 Sep 07,0.0,14.2,18.9,9.5,6.6,12.0
2283,2014 Sep 07,0.0,11.5,16.3,6.6,-,10.6
24120,2014 Sep 07,0.0,10.1,17.5,2.7,-,8.6
24976,2014 Sep 07,0.2,12.3,15.6,10.4,9.0,11.2
3445,2014 Sep 07,0.6,9.9,12.7,7.1,-,9.9
4271,2014 Sep 07,0.0,10.1,14.4,5.8,-0.9,10.7
5451,2014 Sep 07,0.0,6.1,13.7,-1.6,-5.8,6.9
11104,2014 Sep 08,2.2,6.9,11.0,2.7,-1.8,8.1
18183,2014 Sep 08,0.0,12.3,16.7,7.6,5.6,11.3
1962,2014 Sep 08,0.0,12.8,16.2,9.3,5.6,11.9
2283,2014 Sep 08,0.0,12.1,17.1,7.1,2.6,10.7
24120,2014 Sep 08,0.0,8.8,16.3,3.3,-,8.3
24976,2014 Sep 08,0.0,11.3,17.6,4.9,2.5,9.9
3445,2014 Sep 08,0.0,12.2,14.7,9.6,-,10.3
4271,2014 Sep 08,0.0,9.8,15.6,4.0,-2.7,10.8
5451,2014 Sep 08,0.0,7.1,12.6,1.6,-2.2,7.6
11104,2014 Sep 09,0.0,7.5,13.9,1.0,-2.4,7.7
18183,2014 Sep 09,0.4,13.4,16.9,10.8,10.2,11.7
1962,2014 Sep 09,0.0,12.6,18.0,7.2,4.3,11.6
2283,2014 Sep 09,0.0,11.1,16.0,6.1,3.3,10.4
24120,2014 Sep 09,0.0,9.3,13.9,3.2,-,9.0
24976,2014 Sep 09,0.1,10.1,13.8,5.0,2.0,9.6
3445,2014 Sep 09,0.0,11.4,14.5,8.3,-,8.9
4271,2014 Sep 09,0.0,10.6,14.0,7.2,0.5,10.5
5451,2014 Sep 09,0.0,7.1,15.7,-1.5,-4.6,6.9
11104,2014 Sep 10,0.0,8.2,15.9,0.4,-2.8,7.8
18183,2014 Sep 10,0.4,13.2,16.3,11.8,10.3,12.6
1962,2014 Sep 10,0.0,13.9,17.4,10.3,7.0,11.7
2283,2014 Sep 10,0.0,10.9,15.3,6.4,4.4,11.9
24120,2014 Sep 10,0.0,9.5,17.3,2.2,-,8.5
24976,2014 Sep 10,0.0,10.6,17.8,4.3,1.4,10.0
3445,2014 Sep 10,0.0,12.8,15.8,9.7,-,11.3
4271,2014 Sep 10,0.2,9.5,15.3,3.7,-2.6,10.9
5451,2014 Sep 10,0.0,8.0,15.3,0.7,-2.6,6.5
11104,2014 Sep 11,0.0,12.0,17.9,6.0,1.1,8.2
18183,2014 Sep 11,0.0,14.6,18.3,11.6,10.1,14.5
1962,2014 Sep 11,0.0,12.7,17.7,7.7,5.2,12.2
2283,2014 Sep 11,0.0,11.6,15.9,7.3,4.1,11.9
24120,2014 Sep 11,0.0,10.2,20.0,0.9,-,8.3
24976,2014 Sep 11,0.4,11.8,17.6,5.4,2.1,11.2
3445,2014 Sep 11,0.0,14.1,15.5,12.6,-,11.7
4271,2014 Sep 11,0.0,11.1,15.4,6.7,-0.6,12.5
5451,2014 Sep 11,0.0,9.2,16.5,1.9,-1.0,6.7
11104,2014 Sep 12,5.2,10.3,14.4,6.2,3.7,9.6
18183,2014 Sep 12,7.6,15.4,17.2,13.4,11.7,16.9
1962,2014 Sep 12,23.4,13.9,16.1,11.7,9.6,15.6
2283,2014 Sep 12,10.4,13.9,18.4,9.3,6.8,14.0
24120,2014 Sep 12,0.0,14.3,23.2,5.2,-,8.8
24976,2014 Sep 12,0.0,14.1,20.8,7.7,4.6,12.3
3445,2014 Sep 12,0.1,15.1,17.6,12.5,-,12.4
4271,2014 Sep 12,14.2,13.8,16.0,11.6,9.8,14.2
5451,2014 Sep 12,7.6,8.4,13.6,3.2,-1.3,9.2
11104,2014 Sep 13,0.2,7.2,12.7,1.6,-1.1,9.1
18183,2014 Sep 13,9.0,14.6,17.4,11.7,11.0,15.2
1962,2014 Sep 13,23.2,15.0,17.4,12.6,11.5,15.8
2283,2014 Sep 13,8.0,15.4,18.4,12.3,11.1,15.1
24120,2014 Sep 13,6.6,9.6,13.4,7.6,-,10.8
24976,2014 Sep 13,45.0,13.1,15.0,11.3,9.1,13.8
3445,2014 Sep 13,1.6,14.0,17.6,10.4,-,13.1
4271,2014 Sep 13,6.0,14.0,15.8,12.2,8.9,14.5
5451,2014 Sep 13,0.8,8.1,12.4,3.7,0.5,8.5
11104,2014 Sep 14,3.4,8.1,11.9,4.3,0.8,9.0
18183,2014 Sep 14,1.0,13.1,16.0,11.4,9.5,12.0
1962,2014 Sep 14,8.4,13.7,15.6,11.7,10.4,12.7
2283,2014 Sep 14,7.0,10.9,13.0,8.7,7.1,11.7
24120,2014 Sep 14,1.9,9.5,16.2,3.0,-,9.1
24976,2014 Sep 14,3.1,12.5,15.9,9.4,7.2,11.4
3445,2014 Sep 14,12.2,11.0,12.3,9.6,-,10.4
4271,2014 Sep 14,3.2,12.1,14.3,9.9,6.0,12.7
5451,2014 Sep 14,0.0,7.6,13.8,1.4,-1.3,7.9
11104,2014 Sep 15,0.2,8.3,14.0,2.6,-0.5,9.0
18183,2014 Sep 15,0.8,13.5,16.9,11.0,8.6,13.0
1962,2014 Sep 15,0.0,13.9,16.8,11.0,8.5,12.1
2283,2014 Sep 15,1.0,11.5,15.3,7.6,3.5,12.2
24120,2014 Sep 15,0.0,10.7,14.3,7.1,-,9.6
24976,2014 Sep 15,0.0,11.2,18.0,5.1,1.8,9.6
3445,2014 Sep 15,0.0,11.4,15.5,7.2,-,10.8
4271,2014 Sep 15,0.6,11.8,15.2,8.3,4.1,11.4
5451,2014 Sep 15,8.2,6.1,10.3,1.8,-0.7,7.9
11104,2014 Sep 16,4.4,5.6,11.9,-0.8,-2.8,8.4
18183,2014 Sep 16,3.8,13.9,17.6,11.0,9.1,14.0
1962,2014 Sep 16,8.2,14.3,17.7,10.8,9.5,13.0
2283,2014 Sep 16,10.0,12.8,14.9,10.7,9.2,12.3
24120,2014 Sep 16,0.2,9.9,16.2,3.2,-,7.9
24976,2014 Sep 16,0.0,14.4,19.0,9.3,6.4,10.4
3445,2014 Sep 16,2.4,13.2,15.1,11.2,-,9.9
4271,2014 Sep 16,2.8,10.9,14.9,6.9,1.2,9.8
5451,2014 Sep 16,1.2,4.9,9.9,-0.1,-2.6,7.5
11104,2014 Sep 17,0.6,7.5,11.4,3.5,0.5,8.8
18183,2014 Sep 17,1.2,13.3,16.5,9.3,7.1,12.2
1962,2014 Sep 17,0.0,13.4,16.5,10.2,7.6,11.3
2283,2014 Sep 17,1.8,10.7,14.8,6.6,3.5,11.4
24120,2014 Sep 17,0.6,7.7,14.4,2.6,-,8.6
24976,2014 Sep 17,2.2,13.2,20.2,8.8,5.8,9.4
3445,2014 Sep 17,0.0,11.2,14.7,7.7,-,9.0
4271,2014 Sep 17,0.0,9.9,16.5,3.3,-0.6,9.8
5451,2014 Sep 17,0.2,7.4,12.2,2.6,-1.4,7.3
11104,2014 Sep 18,0.0,7.0,12.5,1.4,-1.0,8.3
18183,2014 Sep 18,4.4,14.3,18.7,8.1,7.1,15.5
1962,2014 Sep 18,0.2,12.2,16.8,7.6,6.0,13.6
2283,2014 Sep 18,14.2,9.6,14.4,4.7,2.3,12.7
24120,2014 Sep 18,0.0,9.8,14.1,2.3,-,9.9
24976,2014 Sep 18,0.0,11.8,18.7,6.6,3.4,10.2
3445,2014 Sep 18,3.2,11.9,15.2,8.5,-,11.0
4271,2014 Sep 18,5.8,12.2,14.7,9.6,7.7,12.0
5451,2014 Sep 18,0.2,7.8,14.8,0.7,-2.4,7.3
11104,2014 Sep 19,1.8,7.4,12.8,1.9,-1.1,8.4
18183,2014 Sep 19,15.0,14.0,17.2,10.1,9.2,14.0
1962,2014 Sep 19,9.6,14.1,17.9,10.2,8.4,13.4
